Crop,Soil Moisture,Temperature,Air Humidity,Pump Data
Grapes,48.98740087,25.18080081,68.34245666,1
Grapes,55.48572016,34.44437465,64.22987538,1
Grapes,63.65167801,24.54964016,72.93700533,1
Grapes,92.08918122,26.82470594,55.628312,0
Grapes,50.6419509,29.73780117,42.36024859,1
Grapes,37.25315508,33.48468031,46.21275521,1
Grapes,64.93305509,22.02671892,59.30492665,1
Grapes,94.97910944,28.88158855,77.49552925,0
Grapes,61.07208278,36.28921986,70.51736779,1
Grapes,70.65607127,37.73960514,77.32795275,0
Grapes,54.40986309,37.58065491,44.17612445,1
Grapes,73.92462963,26.57489179,42.06367334,0
Grapes,81.73724419,30.97364476,78.23391407,0
Grapes,56.84264989,20.56784751,48.02534097,1
Grapes,89.03600062,27.41784152,52.71555125,0
Grapes,69.03378526,32.10803269,65.76854534,0
Grapes,91.04397053,19.62073242,71.92000363,0
Grapes,62.63421321,28.19932981,52.72026473,1
Grapes,73.74509346,19.55502617,70.2242948,0
Grapes,59.58533687,31.98781797,75.48149285,1
Grapes,49.86578392,33.48002515,42.29105088,1
Grapes,33.2664232,19.12130224,41.90681788,1
Grapes,45.24871929,36.3426164,48.32681051,1
Grapes,74.55894657,38.62305068,42.58714579,0
Grapes,43.74533782,21.24906597,55.25218109,1
Grapes,40.93377782,31.75767614,60.7695804,1
Grapes,45.59115839,28.3090488,77.69331312,1
Grapes,42.02548049,19.03325563,72.64587849,1
Grapes,40.13924633,28.69651794,52.68139078,1
Grapes,36.79843021,34.3335776,79.16806373,1
Grapes,46.38100159,26.06121777,65.19703963,1
Grapes,90.93912677,37.31260682,64.1780947,0
Grapes,49.03097624,27.30277475,72.48243227,1
Grapes,85.6150996,33.84527375,48.88833906,0
Grapes,71.36702372,21.96236733,70.66994998,0
Grapes,72.61071758,27.95102439,66.91957896,0
Grapes,76.59448449,20.31032068,61.36242226,0
Grapes,55.92148201,29.47721139,61.07487417,1
Grapes,68.30243028,37.0110057,71.61838209,0
Grapes,50.75633692,24.88372851,66.14902746,1
Grapes,91.98756616,24.85574395,60.22665006,0
Grapes,83.18950725,23.87928663,79.09572054,0
Grapes,58.83207936,38.43845355,69.31925453,1
Grapes,66.09602863,38.98375275,48.98221872,1
Grapes,67.49026139,21.59014837,59.86100468,0
Grapes,63.39440081,28.89722677,72.63972044,1
Grapes,70.48972807,35.24369834,54.50933381,0
Grapes,52.12149432,29.2695669,60.31395542,1
Grapes,95.45388265,20.15028243,50.87311044,0
Grapes,32.79032361,37.76078676,42.93327343,1
Grapes,49.88098316,21.44926502,61.91337371,1
Grapes,95.28761438,25.93914854,45.85930493,0
Grapes,46.83389669,32.73590714,48.09233533,1
Grapes,44.85441323,28.64688311,38.79075255,1
Grapes,60.78583439,21.17060744,57.89514171,1
Grapes,47.64376149,36.90276604,64.55613427,1
Grapes,86.77925968,34.09282126,67.59127863,0
Grapes,38.81166275,28.14159872,70.59726873,1
Grapes,65.22353081,34.43222847,58.10239248,1
Grapes,69.27718338,23.73334374,66.27881754,0
Grapes,86.16909342,38.62075263,38.85305738,0
Grapes,95.8773552,20.77267631,54.9587865,0
Grapes,49.99814193,23.81252476,43.53032638,1
Grapes,64.48599266,31.48302944,59.44479937,1
Grapes,73.25886136,32.01421487,56.57617393,0
Grapes,91.81636564,38.29929024,57.72419082,0
Grapes,36.12285955,26.72492867,76.46813156,1
Grapes,87.83307509,34.59359525,63.29160206,0
Grapes,67.40330429,37.01726989,40.303152,0
Grapes,56.97365535,32.50128001,66.13008074,1
Grapes,33.22527375,36.95236905,61.7302681,1
Grapes,94.89139699,37.40455316,70.60308703,0
Grapes,64.33667063,18.39314952,73.33170117,1
Grapes,75.09574022,38.32882286,41.2526544,0
Grapes,43.99941387,36.83133191,71.52150595,1
Grapes,82.58169234,32.74163727,70.13592877,0
Grapes,94.82646973,29.69820284,39.69339358,0
Grapes,63.11470079,22.06537271,79.81485839,1
Grapes,91.93089061,32.4772021,70.34219447,0
Grapes,90.98971849,23.70042927,51.19909658,0
Grapes,83.31567888,35.75297115,61.43612074,0
Grapes,79.66844254,26.50090955,69.8118863,0
Grapes,30.71396643,33.59498799,71.55487495,1
Grapes,31.9262306,23.20531605,69.84782071,1
Grapes,30.96169869,20.57919098,45.57045455,1
Grapes,52.62416105,30.87930817,53.51187938,1
Grapes,58.90611277,27.57094964,44.28187623,1
Grapes,58.7771004,33.46038092,81.26740715,1
Grapes,91.43474946,31.56900143,74.51425823,0
Grapes,75.79183185,25.21726357,43.86851446,0
Grapes,47.59193464,25.28693515,54.68116237,1
Grapes,37.87559288,20.02291105,46.04152574,1
Grapes,93.84947023,20.1466308,80.1029758,0
Grapes,94.56117395,21.62493783,58.41349063,0
Grapes,93.10031288,19.96646722,76.25676716,0
Grapes,51.34920738,19.90370961,77.89804196,1
Grapes,85.47159754,30.78703296,48.30740647,0
Grapes,68.36701267,21.14581903,44.554376,0
Grapes,75.72329892,24.04732436,73.41661446,0
Grapes,48.64208466,32.77765962,54.68038381,1
Grapes,49.08700252,21.83575819,38.76723376,1
Grapes,56.97786113,30.37214672,38.69525471,1
Grapes,89.51128122,29.82178446,74.59444184,0
Grapes,57.09257243,25.02030431,53.68977186,1
Grapes,71.50260979,30.69075287,49.88830091,0
Grapes,72.73094367,25.888154,77.83079457,0
Grapes,32.06658182,31.29363922,58.7362663,1
Grapes,88.6675161,20.19811065,42.37221302,0
Grapes,58.2643436,21.95947665,53.09095552,1
Grapes,63.26321025,20.52524238,39.82211644,1
Grapes,51.33224075,35.13893199,53.73724157,1
Grapes,89.20519081,23.61996582,58.31014591,0
Grapes,53.6566852,27.98793106,75.64187376,1
Grapes,90.37558878,21.09114645,57.3407776,0
Grapes,79.066211,30.17273369,70.19543203,0
Grapes,68.38113598,19.65435171,53.83813867,0
Grapes,43.43182641,32.32824783,52.84641391,1
Grapes,57.7900798,25.32425607,72.96533491,1
Grapes,36.67374589,20.89732904,41.66124511,1
Grapes,48.81874973,32.82058782,67.90740174,1
Grapes,34.25291256,24.7932803,47.29524282,1
Grapes,50.39999761,22.90275255,62.95637252,1
Grapes,69.461627,33.00537469,75.49172108,0
Grapes,73.26777249,29.7862007,73.90159317,0
Grapes,83.07825764,28.36371128,65.17645312,0
Grapes,75.72450403,28.76767419,55.52940988,0
Grapes,80.9803804,25.18794099,42.38415751,0
Grapes,83.92576919,25.59238842,43.45129763,0
Grapes,52.81491216,20.34959659,72.13734976,1
Grapes,69.68699494,23.97497287,46.0204047,0
Grapes,46.63292006,21.05278888,67.10195475,1
Grapes,64.90498438,26.31763165,42.5794163,1
Grapes,64.33179583,22.86411147,58.67516189,1
Grapes,54.70086677,29.51032647,79.75665544,1
Grapes,83.4239435,37.3878475,53.65013921,0
Grapes,94.76123948,37.7600683,50.23740098,0
Grapes,77.70293535,25.28291315,75.69513723,0
Grapes,39.12345437,21.05360584,61.23333244,1
Grapes,46.68975009,29.56103915,43.79085936,1
Grapes,67.20745807,25.7703769,73.92037316,0
Grapes,33.98320546,34.12205639,60.50837005,1
Grapes,50.34666045,22.51021124,63.80556755,1
Grapes,42.34866334,34.03259122,54.10872441,1
Grapes,69.10569908,38.08855045,64.59754627,0
Grapes,40.87784118,28.092736,52.22665191,1
Grapes,94.20841441,35.49308122,42.98836862,0
Grapes,33.78976937,38.74010263,40.42691826,1
Grapes,52.41177464,18.04562376,69.49223436,1
Grapes,61.17610599,18.7885571,75.30520844,1
Grapes,78.40964392,22.59559292,40.63851895,0
Grapes,38.55544992,33.05202452,63.483429,1
Grapes,69.01173493,21.03142206,81.0624899,0
Grapes,46.29205165,37.05338508,68.59722314,1
Grapes,55.302541,37.29350844,70.03476391,1
Grapes,63.90959204,25.96981321,67.4054608,1
Grapes,54.37093229,21.77420939,77.16772892,1
Grapes,72.78559075,19.10501023,63.80477998,0
Grapes,75.95604486,23.62544552,63.05003005,0
Grapes,87.7963727,22.76031482,48.2711668,0
Grapes,68.29181253,21.90009999,72.92386873,0
Grapes,31.62698357,37.03614625,42.74534302,1
Grapes,92.8724351,35.20084125,45.67611975,0
Grapes,79.15717131,32.28461613,56.27765434,0
Grapes,56.31270945,28.93410596,41.43890154,1
Grapes,93.01385937,37.47040537,51.12904756,0
Grapes,58.92140872,37.7429928,39.53782934,1
Grapes,67.53065241,36.15828165,69.67124858,0
Grapes,30.74518052,27.97933696,62.35873129,1
Grapes,85.35692228,21.06581973,53.92178816,0
Grapes,78.22733024,35.70978452,72.84550331,0
Grapes,44.46135037,32.33313773,68.55599403,1
Grapes,42.81516781,27.15720864,69.27381179,1
Grapes,53.31516089,24.64555541,76.09591583,1
Grapes,57.79771219,37.3562437,79.46932094,1
Grapes,37.61689378,38.6600172,73.60851221,1
Grapes,66.62873223,28.92008812,52.11539667,0
Grapes,76.76879495,19.34344335,80.55336687,0
Grapes,71.5089444,23.23969115,52.90227943,0
Grapes,93.20468909,22.75061775,64.1561389,0
Grapes,39.09235148,30.94334925,76.71180447,1
Grapes,53.76402927,26.78647556,46.03085039,1
Grapes,92.80487618,24.94407796,52.00382716,0
Grapes,87.94827561,21.77951708,62.41328463,0
Grapes,58.12446131,33.88432762,78.86009641,1
Grapes,74.95525107,38.00055277,58.95708995,0
Grapes,60.30082128,21.22292547,49.53367285,1
Grapes,72.63824872,34.85652452,53.26276815,0
Grapes,66.23206451,28.01313321,58.22029426,1
Grapes,90.08040136,23.58289149,39.22574001,0
Grapes,53.58474726,25.90978881,43.39140052,1
Grapes,62.85943057,24.81508818,51.85650627,1
Grapes,76.47511797,19.58978838,66.36868278,0
Grapes,59.78852755,34.97003219,41.4853933,1
Grapes,66.47100526,31.08826754,73.96810956,1
Grapes,42.85843874,34.56218172,55.89046785,1
Grapes,82.66959929,18.45160356,58.90983537,0
Grapes,30.76843279,35.00805429,67.80622545,1
Grapes,34.39295131,24.42529874,48.60243681,1
Grapes,92.23222731,34.66289723,39.05143443,0
Grapes,48.71904831,28.94137254,64.14341877,1
Grapes,31.28327979,31.68462827,70.65105297,1
Grapes,61.24503354,34.44553299,46.85157527,1
Grapes,79.92422357,21.05036779,39.15056198,0
Grapes,47.99947433,38.64525079,65.09017888,1
Grapes,38.75241351,25.06028839,71.29580483,1
Grapes,73.57708618,34.78510786,55.21350843,0
Grapes,61.43437522,30.62484714,76.69472676,1
Grapes,46.13425833,25.34217794,42.43423806,1
Grapes,41.30148083,34.94844096,46.68273708,1
Grapes,89.87854632,26.11007528,68.80425056,0
Grapes,38.69016813,34.24618538,70.39869471,1
Grapes,50.16844802,18.62049571,45.19446313,1
Grapes,46.93021882,20.68289473,44.33889236,1
Grapes,82.0129621,25.29110443,62.95370189,0
Grapes,43.32549781,27.24063361,39.04218351,1
Grapes,70.35789516,36.08807704,81.25275284,0
Grapes,57.76726132,29.32185133,38.62366615,1
Grapes,78.50944213,20.09083503,69.96912367,0
Grapes,78.48611676,26.25967073,39.02872896,0
Grapes,82.51393922,25.12842393,78.17095604,0
Grapes,42.96817264,22.84876622,54.20839443,1
Grapes,85.00545517,25.46312651,65.96604603,0
Grapes,45.65161804,25.40140352,73.03983178,1
Grapes,75.78376824,27.21937541,45.90056323,0
Grapes,56.72477505,33.10112369,45.67730177,1
Grapes,96.1110835,37.28073676,79.15735017,0
Grapes,47.33863447,24.54923461,73.57998875,1
Grapes,59.83704258,38.30106906,40.35068229,1
Grapes,62.28533986,37.8195853,70.85097646,1
Grapes,80.8105465,29.81101635,38.8661281,0
Grapes,93.7779684,30.52903301,79.903196,0
Grapes,93.02153221,30.11833525,77.59880016,0
Grapes,71.53138482,34.81907373,43.09319288,0
Grapes,70.08727879,24.13886404,48.92517527,0
Grapes,60.80438857,28.20253893,67.51298597,1
Grapes,46.12854299,27.40750908,77.92590076,1
Grapes,50.43738343,22.0667502,46.52886097,1
Grapes,47.82171699,30.04449357,80.63023241,1
Grapes,90.96503988,21.73983164,38.29166808,0
Grapes,75.05939783,29.03830794,76.74970929,0
Grapes,57.74979948,25.536238,62.90982634,1
Grapes,39.64857846,36.17255827,56.40920628,1
Grapes,94.7368869,19.84691837,69.92417688,0
Grapes,80.17341796,19.57319679,42.86866478,0
Grapes,40.41165846,21.6781965,76.95323731,1
Grapes,61.74156797,23.88780146,45.23588435,1
Grapes,72.77290818,31.10317827,43.16950969,0
Grapes,75.05300124,29.76043996,71.17944254,0
Grapes,33.22184784,28.01483927,78.3721853,1
Grapes,93.19828593,23.75044919,73.54626134,0
Grapes,88.8879765,30.36600999,43.2572783,0
Grapes,95.90360709,37.32422617,72.92041943,0
Grapes,49.10487213,21.58123623,55.8568377,1
Grapes,89.59894136,23.06153037,42.66778546,0
Grapes,32.74872666,28.44902869,39.504915,1
Grapes,63.10946152,21.36529747,53.66568181,1
Grapes,93.09829537,24.85938228,39.35000841,0
Grapes,45.62154147,28.1304323,71.87059266,1
Grapes,60.25951604,28.15343986,55.54104585,1
Grapes,82.34509154,27.89910931,46.21754781,0
Grapes,61.21500066,20.36099588,53.03179025,1
Grapes,42.61920078,26.93680757,40.22559701,1
Grapes,34.47301285,34.72321388,44.42303498,1
Grapes,43.83994288,36.27439013,60.54049124,1
Grapes,56.23287146,22.83539244,47.55073016,1
Grapes,84.18779012,26.00784015,58.12462164,0
Grapes,81.59436423,22.59322997,63.13648497,0
Grapes,89.65748082,34.44929749,70.28475545,0
Grapes,36.27047268,26.57203514,59.46495826,1
Grapes,58.08327286,30.04343366,54.76592841,1
Grapes,49.0643844,24.9617897,43.81799127,1
Grapes,87.8965643,35.11111829,67.32314988,0
Grapes,85.12560863,28.61179163,78.32114465,0
Grapes,68.93345683,38.84395622,42.16186924,0
Grapes,79.37659357,33.31756932,66.38175876,0
Grapes,42.09778913,30.80433448,71.2069125,1
Grapes,65.45515051,20.35116486,46.97948873,1
Grapes,86.37207086,32.9784717,66.1443331,0
Grapes,53.54435554,33.23731968,47.22353265,1
Grapes,40.37521441,30.87874237,43.38539929,1
Grapes,76.83604977,36.16843671,62.85887501,0
Grapes,73.65995331,25.91637957,43.35571559,0
Grapes,78.61476284,20.22050148,76.04881326,0
Grapes,62.51017787,38.23912474,58.38012305,1
Grapes,68.20226715,21.19904137,77.79926767,0
Grapes,81.20212184,24.86785461,45.0416189,0
Grapes,89.7074697,37.69139443,49.77786395,0
Grapes,38.56646614,22.91570594,62.37813802,1
Grapes,33.09758208,23.25463649,40.81264793,1
Grapes,82.78413948,18.81566942,41.1710621,0
Grapes,93.40017668,28.09736731,62.12873366,0
Grapes,43.46737887,28.36327999,74.64132024,1
Grapes,40.47108691,24.92426424,77.96384798,1
Grapes,52.51808698,28.05777885,67.38825919,1
Grapes,80.12018049,22.34839496,43.57907194,0
Grapes,69.85450603,34.40309337,42.53055423,0
Grapes,86.80612358,21.86492988,75.00202916,0
Grapes,40.5819829,19.40220642,81.00867517,1
Grapes,31.98913945,35.43919959,65.91462083,1
Grapes,48.80275153,24.49442632,72.16404542,1
Grapes,87.74955289,28.81186087,78.64252082,0
Grapes,77.71994884,20.15140322,39.18421171,0
Grapes,52.50687344,24.64131032,57.13450433,1
Grapes,39.77061539,22.35436314,39.09841951,1
Grapes,76.42947163,26.60654188,58.19144948,0
Grapes,66.36770024,29.32708738,53.81771787,1
Grapes,65.23932271,24.55747789,48.11375794,1
Grapes,79.65403218,32.77953595,54.91967854,0
Grapes,84.70755155,36.46921183,59.79386426,0
Grapes,87.01706324,20.29009658,44.2838586,0
Grapes,54.66427399,18.53019064,78.16440849,1
Grapes,81.46717908,27.46324246,53.03971003,0
Grapes,71.5587741,28.19751304,52.17352557,0
Grapes,60.99289479,26.07715885,64.22311969,1
Grapes,44.64114103,38.99276957,51.17163807,1
Grapes,36.30344788,26.12793092,50.5161481,1
Grapes,34.85324584,26.23397111,67.97755607,1
Grapes,43.45601028,26.51987971,61.74242461,1
Grapes,66.10026118,19.84993106,38.38359734,1
Grapes,65.05911538,24.45746477,65.82223707,1
Grapes,58.12594463,31.5460751,62.43318087,1
Grapes,66.64135292,26.55487622,52.27685703,0
Grapes,59.87621929,25.15093141,40.53539916,1
Grapes,67.70104303,19.24440366,69.94039473,0
Grapes,33.85957616,30.14880995,76.9855141,1
Grapes,61.46917249,32.90652728,38.82544451,1
Grapes,59.02876038,20.00700272,72.031064,1
Grapes,93.77569989,29.2605884,58.48992882,0
Grapes,61.04753274,36.31753572,57.29779336,1
Grapes,60.78895482,28.6403978,77.83656883,1
Grapes,47.08912394,38.10159934,64.73351041,1
Grapes,46.28285815,36.13200848,77.87473608,1
Grapes,49.01604988,22.6017739,48.68205707,1
Grapes,56.65746112,24.10637738,64.75963108,1
Grapes,45.64141203,29.78512136,54.10094859,1
Grapes,68.34692586,33.24415566,71.11914019,0
Grapes,80.6130885,24.58548821,77.91166663,0
Grapes,52.85593397,22.97600015,64.3056719,1
Grapes,50.56430266,20.15627798,60.32897602,1
Grapes,39.49329398,31.05469027,75.38852134,1
Grapes,53.51863786,22.74895478,81.00904267,1
Grapes,89.45619944,33.05502689,65.67555505,0
Grapes,92.27835186,35.54655948,60.28069941,0
Grapes,56.60450459,27.05934195,39.86156831,1
Grapes,31.09443407,29.41618253,45.22584642,1
Grapes,31.87016669,30.02525645,59.47810081,1
Grapes,40.49177535,20.04961418,71.52226406,1
Grapes,71.52713108,22.15266556,58.39780898,0
Grapes,81.89694685,18.81609313,78.49030942,0
Grapes,92.42325034,35.24888224,40.01884344,0
Grapes,68.07654399,25.87646756,49.61678191,0
Grapes,56.13860179,27.61188098,39.46857363,1
Grapes,62.67683626,28.00397306,79.81674815,1
Grapes,48.32414561,28.76178771,45.76211392,1
Grapes,39.6010551,23.46437176,50.78125746,1
Grapes,51.24646305,26.96046668,66.80331615,1
Grapes,44.36298013,21.90644025,64.20777441,1
Grapes,33.64820661,26.8937136,42.21870247,1
Grapes,63.03766491,25.26013847,58.31039404,1
Grapes,55.45636684,24.77847347,70.12354246,1
Grapes,54.97130903,25.12174385,43.64597522,1
Grapes,92.45603912,35.4764371,76.10637261,0
Grapes,50.06002152,27.95296405,60.91751272,1
Grapes,41.36468111,19.76831492,74.37512727,1
Grapes,70.11528258,21.03731179,45.94132695,0
Grapes,49.20030954,32.66366387,55.98388839,1
Grapes,61.61839529,36.51254933,67.7612299,1
Grapes,81.75139214,21.65722545,59.26445598,0
Grapes,89.31843381,23.41660756,49.7526696,0
Grapes,75.41241445,33.15171533,62.62039607,0
Grapes,76.36461146,23.08208429,63.76951298,0
Grapes,64.16431241,22.64607889,75.48222748,1
Grapes,78.23008248,31.87608619,55.49852492,0
Grapes,89.93624029,23.0519635,64.49727489,0
Grapes,61.51508283,27.55410419,75.98350497,1
Grapes,70.94352494,32.74453903,72.18578631,0
Grapes,83.67928992,37.77859552,41.40815689,0
Grapes,70.65279411,37.5303185,63.79991839,0
Grapes,62.50368026,33.84121767,52.62807631,1
Grapes,71.03285891,30.22145048,57.10509277,0
Grapes,66.78743063,28.67201329,77.8440927,0
Grapes,45.31422955,20.86421022,44.97898717,1
Grapes,33.89735471,23.4970212,49.37469553,1
Grapes,46.56482937,28.12585734,46.79624196,1
Grapes,46.51464096,19.02432627,66.46415534,1
Grapes,93.41685629,36.18497602,48.18850146,0
Grapes,63.761465,31.62558139,66.26971235,1
Grapes,61.062789,37.42083024,60.64973856,1
Grapes,80.70313158,30.08986712,70.18569499,0
Grapes,55.38552505,22.46918252,77.19585126,1
Grapes,75.73476238,28.41635239,69.11804008,0
Grapes,93.65234957,26.22079778,45.34636263,0
Grapes,37.34789101,35.75140227,68.88446655,1
Grapes,75.86749169,19.69214955,58.49462092,0
Grapes,63.67816512,18.73960288,60.4239302,1
Grapes,78.16602046,25.21024574,68.06460263,0
Grapes,85.20887516,19.72869198,78.96414539,0
Grapes,46.88231314,21.01989215,53.51615,1
Grapes,83.78415072,36.95020006,47.53961581,0
Grapes,65.13761694,28.19888511,43.49551198,1
Grapes,43.44816125,33.78016805,66.04181872,1
Grapes,54.65213866,27.54149467,62.90485645,1
Grapes,95.11785541,35.50887541,43.99354238,0
Grapes,86.31889978,35.96848966,57.78761402,0
Grapes,73.78096011,25.46710245,80.78954298,0
Grapes,40.20843075,29.68374997,65.29827498,1
Grapes,47.54113937,22.55504333,64.98600184,1
Grapes,33.48152884,28.33013051,40.69928737,1
Grapes,90.98856877,24.37850784,54.5680037,0
Grapes,41.08536009,35.71578529,54.87595667,1
Grapes,72.61569733,31.80604766,43.935236,0
Grapes,42.70214653,20.22641955,41.83541442,1
Grapes,38.83309062,18.57742084,47.38207512,1
Grapes,74.22249378,20.1334337,46.49824521,0
Grapes,32.51158611,25.04818379,58.3105613,1
Grapes,30.98130037,19.72984713,54.3525619,1
Grapes,78.91041121,32.73055813,75.73273778,0
Grapes,31.44061524,27.94168801,66.18250604,1
Grapes,52.46529616,19.57349816,72.09926813,1
Grapes,76.07139605,26.94169863,62.05557324,0
